Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
08-07-2022,18:09,08-07-2022,SALESFORCE INC,US79466L3024,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1457,41",4d193587-0040-402b-840a-538b4db90b91
08-07-2022,18:09,08-07-2022,SALESFORCE INC,US79466L3024,"Koop 1 @ 175,2 USD",,USD,"-175,20",USD,"-175,20",4d193587-0040-402b-840a-538b4db90b91
08-07-2022,17:35,08-07-2022,DRAFTKINGS INC CLASS A,US26142V1052,Valuta Creditering,"1,0157",USD,"131,10",USD,"0,00",44402053-143f-47b2-93bd-e42422859e1a
08-07-2022,17:35,08-07-2022,DRAFTKINGS INC CLASS A,US26142V1052,Valuta Debitering,,EUR,"-129,08",EUR,"1457,91",44402053-143f-47b2-93bd-e42422859e1a
08-07-2022,17:35,08-07-2022,DRAFTKINGS INC CLASS A,US26142V1052,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1586,99",44402053-143f-47b2-93bd-e42422859e1a
08-07-2022,17:35,08-07-2022,DRAFTKINGS INC CLASS A,US26142V1052,"Koop 10 @ 13,11 USD",,USD,"-131,10",USD,"-131,10",44402053-143f-47b2-93bd-e42422859e1a
08-07-2022,17:12,08-07-2022,XENON PHARMACEUTICALS INC,CA98420N1050,Valuta Creditering,"1,0158",USD,"131,00",USD,"0,00",2cc945ca-74ac-4aa1-9831-4436028897b0
08-07-2022,17:12,08-07-2022,XENON PHARMACEUTICALS INC,CA98420N1050,Valuta Debitering,,EUR,"-128,97",EUR,"1587,49",2cc945ca-74ac-4aa1-9831-4436028897b0
08-07-2022,17:12,08-07-2022,XENON PHARMACEUTICALS INC,CA98420N1050,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1716,46",2cc945ca-74ac-4aa1-9831-4436028897b0
08-07-2022,17:12,08-07-2022,XENON PHARMACEUTICALS INC,CA98420N1050,"Koop 4 @ 32,75 USD",,USD,"-131,00",USD,"-131,00",2cc945ca-74ac-4aa1-9831-4436028897b0
08-07-2022,16:55,08-07-2022,AMG CRITICAL MATERIALS NV,NL0000888691,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,50",EUR,"1716,96",2cac33d9-8282-4108-a6b2-c132c106c7a4
08-07-2022,16:55,08-07-2022,AMG CRITICAL MATERIALS NV,NL0000888691,"Koop 5 @ 22,94 EUR",,EUR,"-114,70",EUR,"1719,46",2cac33d9-8282-4108-a6b2-c132c106c7a4
08-07-2022,16:52,08-07-2022,CROCS INC,US2270461096,Valuta Creditering,"1,0150",USD,"57,74",USD,"0,00",9855db0b-f412-4848-8c60-2ef1b3d19ef1
08-07-2022,16:52,08-07-2022,CROCS INC,US2270461096,Valuta Debitering,,EUR,"-56,89",EUR,"1834,16",9855db0b-f412-4848-8c60-2ef1b3d19ef1
08-07-2022,16:52,08-07-2022,CROCS INC,US2270461096,Valuta Creditering,"1,0150",USD,"115,48",USD,"-57,74",9855db0b-f412-4848-8c60-2ef1b3d19ef1
08-07-2022,16:52,08-07-2022,CROCS INC,US2270461096,Valuta Debitering,,EUR,"-113,78",EUR,"1891,05",9855db0b-f412-4848-8c60-2ef1b3d19ef1
08-07-2022,16:52,08-07-2022,CROCS INC,US2270461096,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"2004,83",9855db0b-f412-4848-8c60-2ef1b3d19ef1
08-07-2022,16:52,08-07-2022,CROCS INC,US2270461096,"Koop 1 @ 57,74 USD",,USD,"-57,74",USD,"-173,22",9855db0b-f412-4848-8c60-2ef1b3d19ef1
08-07-2022,16:52,08-07-2022,CROCS INC,US2270461096,"Koop 2 @ 57,74 USD",,USD,"-115,48",USD,"-115,48",9855db0b-f412-4848-8c60-2ef1b3d19ef1
08-07-2022,13:51,08-07-2022,,,Reservation iDEAL,,EUR,"2000,00",EUR,"2005,33",
07-07-2022,16:32,07-07-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 194,67 EUR",,,,EUR,"5,33",
07-07-2022,16:32,07-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"194,67",EUR,"200,00",
07-07-2022,10:33,06-07-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 4,13 EUR",,,,EUR,"5,33",
07-07-2022,10:33,06-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"4,13",EUR,"9,46",
07-07-2022,09:41,06-07-2022,,,iDEAL Deposit,,EUR,"200,00",EUR,"5,33",
07-07-2022,09:41,06-07-2022,,,Reservation iDEAL,,EUR,"-200,00",EUR,"-194,67",
06-07-2022,15:30,06-07-2022,WARNER BROS DISCOVERY INC,US9344231041,Valuta Creditering,"1,0167",USD,"201,60",USD,"0,00",055b7fe3-3529-4bea-bbf2-c8512f194d7d
06-07-2022,15:30,06-07-2022,WARNER BROS DISCOVERY INC,US9344231041,Valuta Debitering,,EUR,"-198,30",EUR,"5,33",055b7fe3-3529-4bea-bbf2-c8512f194d7d
06-07-2022,15:30,06-07-2022,WARNER BROS DISCOVERY INC,US9344231041,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"203,63",055b7fe3-3529-4bea-bbf2-c8512f194d7d
06-07-2022,15:30,06-07-2022,WARNER BROS DISCOVERY INC,US9344231041,"Koop 14 @ 14,4 USD",,USD,"-201,60",USD,"-201,60",055b7fe3-3529-4bea-bbf2-c8512f194d7d
06-07-2022,14:53,06-07-2022,,,Reservation iDEAL,,EUR,"200,00",EUR,"204,13",
05-07-2022,17:18,05-07-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 7,5 EUR",,,,EUR,"4,13",
05-07-2022,17:18,05-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"7,50",EUR,"11,63",
05-07-2022,08:32,30-06-2022,,,DEGIRO Aansluitingskosten 2022 (New York Stock Exchange - NSY),,EUR,"-2,50",EUR,"4,13",
05-07-2022,08:32,30-06-2022,,,DEGIRO Aansluitingskosten 2022 (Tradegate AG - TDG),,EUR,"-2,50",EUR,"6,63",
05-07-2022,08:32,30-06-2022,,,DEGIRO Aansluitingskosten 2022 (Xetra - XET),,EUR,"-2,50",EUR,"9,13",
02-07-2022,02:40,30-06-2022,,,Flatex Interest,,EUR,"-0,47",EUR,"11,63",
02-07-2022,01:18,01-07-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 3,99 EUR",,,,EUR,"12,10",
02-07-2022,01:18,01-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-3,99",EUR,"8,11",
01-07-2022,14:18,30-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 91,89 EUR",,,,EUR,"12,10",
01-07-2022,14:18,30-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"91,89",EUR,"103,99",
01-07-2022,08:48,30-06-2022,,,Valuta Creditering,,EUR,"3,99",EUR,"12,10",
01-07-2022,08:48,30-06-2022,,,Valuta Debitering,"1,0509",USD,"-4,19",USD,"0,00",
30-06-2022,15:10,29-06-2022,,,iDEAL Deposit,,EUR,"100,00",EUR,"8,11",
30-06-2022,15:10,29-06-2022,,,Reservation iDEAL,,EUR,"-100,00",EUR,"-91,89",
30-06-2022,13:33,29-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 13,39 EUR",,,,EUR,"8,11",
30-06-2022,13:33,29-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"13,39",EUR,"21,50",
30-06-2022,10:18,29-06-2022,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 5 EUR,,,,EUR,"8,11",
30-06-2022,10:18,29-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"5,00",EUR,"13,11",
30-06-2022,10:00,29-06-2022,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,Dividend,,USD,"4,19",USD,"4,19",
29-06-2022,20:00,29-06-2022,AMAZON.COM INC,US0231351067,Valuta Creditering,"1,0422",USD,"109,20",USD,"0,00",31d7439b-3944-44c7-9468-132e8d5643a8
29-06-2022,20:00,29-06-2022,AMAZON.COM INC,US0231351067,Valuta Debitering,,EUR,"-104,78",EUR,"8,11",31d7439b-3944-44c7-9468-132e8d5643a8
29-06-2022,20:00,29-06-2022,AMAZON.COM INC,US0231351067,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"112,89",31d7439b-3944-44c7-9468-132e8d5643a8
29-06-2022,20:00,29-06-2022,AMAZON.COM INC,US0231351067,"Koop 1 @ 109,2 USD",,USD,"-109,20",USD,"-109,20",31d7439b-3944-44c7-9468-132e8d5643a8
29-06-2022,10:18,28-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 3,67 EUR",,,,EUR,"113,39",
29-06-2022,10:18,28-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"3,67",EUR,"117,06",
29-06-2022,05:51,28-06-2022,,,DEGIRO Real-Time Koersen Kosten (Nasdaq),,EUR,"-5,00",EUR,"113,39",
28-06-2022,16:22,28-06-2022,AMAZON.COM INC,US0231351067,Valuta Debitering,"1,0550",USD,"-111,65",USD,"0,00",cef41d74-1b99-4142-b15d-c9394749d686
28-06-2022,16:22,28-06-2022,AMAZON.COM INC,US0231351067,Valuta Creditering,,EUR,"105,83",EUR,"118,39",cef41d74-1b99-4142-b15d-c9394749d686
28-06-2022,16:22,28-06-2022,AMAZON.COM INC,US0231351067,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"12,56",cef41d74-1b99-4142-b15d-c9394749d686
28-06-2022,16:22,28-06-2022,AMAZON.COM INC,US0231351067,"Verkoop 1 @ 111,65 USD",,USD,"111,65",USD,"111,65",cef41d74-1b99-4142-b15d-c9394749d686
28-06-2022,16:17,28-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 227,94 EUR",,,,EUR,"13,06",
28-06-2022,16:17,28-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"227,94",EUR,"241,00",
28-06-2022,15:50,28-06-2022,AMAZON.COM INC,US0231351067,Valuta Creditering,"1,0503",USD,"113,95",USD,"0,00",b3a6f4fe-15f6-42f9-8a15-5803866faeb9
28-06-2022,15:50,28-06-2022,AMAZON.COM INC,US0231351067,Valuta Debitering,,EUR,"-108,50",EUR,"13,06",b3a6f4fe-15f6-42f9-8a15-5803866faeb9
28-06-2022,15:50,28-06-2022,AMAZON.COM INC,US0231351067,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"121,56",b3a6f4fe-15f6-42f9-8a15-5803866faeb9
28-06-2022,15:50,28-06-2022,AMAZON.COM INC,US0231351067,"Koop 1 @ 113,95 USD",,USD,"-113,95",USD,"-113,95",b3a6f4fe-15f6-42f9-8a15-5803866faeb9
28-06-2022,15:47,28-06-2022,,,Reservation iDEAL,,EUR,"100,00",EUR,"122,06",
28-06-2022,09:41,27-06-2022,,,iDEAL Deposit,,EUR,"250,00",EUR,"22,06",
28-06-2022,09:41,27-06-2022,,,Reservation iDEAL,,EUR,"-250,00",EUR,"-227,94",
27-06-2022,18:47,27-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 27,11 EUR",,,,EUR,"22,06",
27-06-2022,18:47,27-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"27,11",EUR,"49,17",
27-06-2022,11:03,24-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 379,14 EUR",,,,EUR,"22,06",
27-06-2022,11:03,24-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"379,14",EUR,"401,20",
27-06-2022,09:56,27-06-2022,ASM INTERNATIONAL NV,NL0000334118,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,50",EUR,"22,06",c14376fc-3e5b-4f68-808d-f4ebdb2b4e0c
27-06-2022,09:56,27-06-2022,ASM INTERNATIONAL NV,NL0000334118,"Koop 1 @ 252,55 EUR",,EUR,"-252,55",EUR,"24,56",c14376fc-3e5b-4f68-808d-f4ebdb2b4e0c
27-06-2022,09:52,27-06-2022,,,Reservation iDEAL,,EUR,"250,00",EUR,"277,11",
24-06-2022,17:17,24-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 81,4 EUR",,,,EUR,"27,11",
24-06-2022,17:17,24-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"81,40",EUR,"108,51",
24-06-2022,15:48,24-06-2022,SALESFORCE INC,US79466L3024,Valuta Creditering,"1,0512",USD,"180,00",USD,"0,00",01671512-f821-4809-a9ed-c4a0b1683d19
24-06-2022,15:48,24-06-2022,SALESFORCE INC,US79466L3024,Valuta Debitering,,EUR,"-171,24",EUR,"27,11",01671512-f821-4809-a9ed-c4a0b1683d19
24-06-2022,15:48,24-06-2022,SALESFORCE INC,US79466L3024,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"198,35",01671512-f821-4809-a9ed-c4a0b1683d19
24-06-2022,15:48,24-06-2022,SALESFORCE INC,US79466L3024,Koop 1 @ 180 USD,,USD,"-180,00",USD,"-180,00",01671512-f821-4809-a9ed-c4a0b1683d19
24-06-2022,15:47,24-06-2022,SWITCH INC,US87105L1044,Valuta Creditering,"1,0512",USD,"66,98",USD,"0,00",b5b71e73-3e13-4fb3-8ac3-1a2b3f7cc776
24-06-2022,15:47,24-06-2022,SWITCH INC,US87105L1044,Valuta Debitering,,EUR,"-63,72",EUR,"198,85",b5b71e73-3e13-4fb3-8ac3-1a2b3f7cc776
24-06-2022,15:47,24-06-2022,SWITCH INC,US87105L1044,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"262,57",b5b71e73-3e13-4fb3-8ac3-1a2b3f7cc776
24-06-2022,15:47,24-06-2022,SWITCH INC,US87105L1044,"Koop 2 @ 33,49 USD",,USD,"-66,98",USD,"-66,98",b5b71e73-3e13-4fb3-8ac3-1a2b3f7cc776
24-06-2022,15:46,24-06-2022,ENERGIZER HOLDINGS INC,US29272W1099,Valuta Creditering,"1,0514",USD,"56,76",USD,"0,00",58e48a5a-c19d-4abd-97c9-8a8307694269
24-06-2022,15:46,24-06-2022,ENERGIZER HOLDINGS INC,US29272W1099,Valuta Debitering,,EUR,"-53,99",EUR,"263,07",58e48a5a-c19d-4abd-97c9-8a8307694269
24-06-2022,15:46,24-06-2022,ENERGIZER HOLDINGS INC,US29272W1099,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"317,06",58e48a5a-c19d-4abd-97c9-8a8307694269
24-06-2022,15:46,24-06-2022,ENERGIZER HOLDINGS INC,US29272W1099,"Koop 2 @ 28,38 USD",,USD,"-56,76",USD,"-56,76",58e48a5a-c19d-4abd-97c9-8a8307694269
24-06-2022,15:43,24-06-2022,AES CORP,US00130H1059,Valuta Creditering,"1,0511",USD,"42,16",USD,"0,00",f7db89d0-7109-4968-8c2f-6fb1815dd4ed
24-06-2022,15:43,24-06-2022,AES CORP,US00130H1059,Valuta Debitering,,EUR,"-40,11",EUR,"317,56",f7db89d0-7109-4968-8c2f-6fb1815dd4ed
24-06-2022,15:43,24-06-2022,AES CORP,US00130H1059,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"357,67",f7db89d0-7109-4968-8c2f-6fb1815dd4ed
24-06-2022,15:43,24-06-2022,AES CORP,US00130H1059,"Koop 2 @ 21,08 USD",,USD,"-42,16",USD,"-42,16",f7db89d0-7109-4968-8c2f-6fb1815dd4ed
24-06-2022,15:35,24-06-2022,SUNRUN INC,US86771W1053,Valuta Creditering,"1,0509",USD,"50,00",USD,"0,00",f6a4ad65-dbdd-4f56-b368-86f3e75c73ac
24-06-2022,15:35,24-06-2022,SUNRUN INC,US86771W1053,Valuta Debitering,,EUR,"-47,58",EUR,"358,17",f6a4ad65-dbdd-4f56-b368-86f3e75c73ac
24-06-2022,15:35,24-06-2022,SUNRUN INC,US86771W1053,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"405,75",f6a4ad65-dbdd-4f56-b368-86f3e75c73ac
24-06-2022,15:35,24-06-2022,SUNRUN INC,US86771W1053,Koop 2 @ 25 USD,,USD,"-50,00",USD,"-50,00",f6a4ad65-dbdd-4f56-b368-86f3e75c73ac
24-06-2022,11:25,24-06-2022,SIEMENS ENERGY AG,DE000ENER6Y0,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-4,40",EUR,"406,25",5a9fac58-2219-4106-ae53-f5e5c4530634
24-06-2022,11:25,24-06-2022,SIEMENS ENERGY AG,DE000ENER6Y0,"Koop 5 @ 15,4 EUR",,EUR,"-77,00",EUR,"410,65",5a9fac58-2219-4106-ae53-f5e5c4530634
24-06-2022,09:47,23-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 282,12 EUR",,,,EUR,"487,65",
24-06-2022,09:47,23-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"282,12",EUR,"769,77",
23-06-2022,17:53,23-06-2022,ADR ON VALE SA,US91912E1055,Valuta Creditering,"1,0495",USD,"70,75",USD,"0,00",686ffa8a-51a3-4b48-bc40-0499c3aef835
23-06-2022,17:53,23-06-2022,ADR ON VALE SA,US91912E1055,Valuta Debitering,,EUR,"-67,41",EUR,"487,65",686ffa8a-51a3-4b48-bc40-0499c3aef835
23-06-2022,17:53,23-06-2022,ADR ON VALE SA,US91912E1055,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"555,06",686ffa8a-51a3-4b48-bc40-0499c3aef835
23-06-2022,17:53,23-06-2022,ADR ON VALE SA,US91912E1055,"Koop 5 @ 14,15 USD",,USD,"-70,75",USD,"-70,75",686ffa8a-51a3-4b48-bc40-0499c3aef835
23-06-2022,16:33,23-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 458,1 EUR",,,,EUR,"555,56",
23-06-2022,16:33,23-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"458,10",EUR,"1013,66",
23-06-2022,16:13,23-06-2022,ON SEMICONDUCTOR CORP,US6821891057,Valuta Creditering,"1,0503",USD,"49,95",USD,"0,00",5d0c3d4d-56d5-4158-99ad-aad952802860
23-06-2022,16:13,23-06-2022,ON SEMICONDUCTOR CORP,US6821891057,Valuta Debitering,,EUR,"-47,56",EUR,"555,56",5d0c3d4d-56d5-4158-99ad-aad952802860
23-06-2022,16:13,23-06-2022,ON SEMICONDUCTOR CORP,US6821891057,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"603,12",5d0c3d4d-56d5-4158-99ad-aad952802860
23-06-2022,16:13,23-06-2022,ON SEMICONDUCTOR CORP,US6821891057,"Koop 1 @ 49,95 USD",,USD,"-49,95",USD,"-49,95",5d0c3d4d-56d5-4158-99ad-aad952802860
23-06-2022,15:30,23-06-2022,CISCO SYSTEMS INC,US17275R1023,Valuta Creditering,"1,0497",USD,"86,34",USD,"0,00",1ddde241-4ab9-425c-a9ef-5d7ef62d1ea3
23-06-2022,15:30,23-06-2022,CISCO SYSTEMS INC,US17275R1023,Valuta Debitering,,EUR,"-82,25",EUR,"603,62",1ddde241-4ab9-425c-a9ef-5d7ef62d1ea3
23-06-2022,15:30,23-06-2022,CISCO SYSTEMS INC,US17275R1023,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"685,87",1ddde241-4ab9-425c-a9ef-5d7ef62d1ea3
23-06-2022,15:30,23-06-2022,CISCO SYSTEMS INC,US17275R1023,"Koop 2 @ 43,17 USD",,USD,"-86,34",USD,"-86,34",1ddde241-4ab9-425c-a9ef-5d7ef62d1ea3
23-06-2022,15:07,23-06-2022,ASPEN PHARMACARE HOLDINGS LTD,ZAE000066692,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,90",EUR,"686,37",0a603807-4cd4-47cc-b5d9-8573aa67ffda
23-06-2022,15:07,23-06-2022,ASPEN PHARMACARE HOLDINGS LTD,ZAE000066692,"Koop 10 @ 7,95 EUR",,EUR,"-79,50",EUR,"690,27",0a603807-4cd4-47cc-b5d9-8573aa67ffda
23-06-2022,09:00,23-06-2022,ASML HOLDING NV,NL0010273215,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,50",EUR,"769,77",276c7c95-052a-44e0-92ff-7835593200ea
23-06-2022,09:00,23-06-2022,ASML HOLDING NV,NL0010273215,"Koop 1 @ 455,6 EUR",,EUR,"-455,60",EUR,"772,27",276c7c95-052a-44e0-92ff-7835593200ea
20-06-2022,16:47,20-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 772,13 EUR",,,,EUR,"1227,87",
20-06-2022,16:47,20-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"772,13",EUR,"2000,00",
20-06-2022,14:01,17-06-2022,,,iDEAL Deposit,,EUR,"2000,00",EUR,"1227,87",
20-06-2022,14:01,17-06-2022,,,Reservation iDEAL,,EUR,"-2000,00",EUR,"-772,13",
17-06-2022,09:48,16-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 147,31 EUR",,,,EUR,"1227,87",
17-06-2022,09:48,16-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"147,31",EUR,"1375,18",
16-06-2022,15:30,16-06-2022,NVIDIA CORP,US67066G1040,Valuta Creditering,"1,0437",USD,"158,58",USD,"0,00",6433ed88-f182-44f4-b888-5cb7d6710f6f
16-06-2022,15:30,16-06-2022,NVIDIA CORP,US67066G1040,Valuta Debitering,,EUR,"-151,94",EUR,"1227,87",6433ed88-f182-44f4-b888-5cb7d6710f6f
16-06-2022,15:30,16-06-2022,NVIDIA CORP,US67066G1040,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1379,81",6433ed88-f182-44f4-b888-5cb7d6710f6f
16-06-2022,15:30,16-06-2022,NVIDIA CORP,US67066G1040,"Koop 1 @ 158,58 USD",,USD,"-158,58",USD,"-158,58",6433ed88-f182-44f4-b888-5cb7d6710f6f
16-06-2022,15:30,16-06-2022,QUALCOMM INC,US7475251036,Valuta Creditering,"1,0436",USD,"126,00",USD,"0,00",b0544352-0101-4cc6-b22a-250bab40428f
16-06-2022,15:30,16-06-2022,QUALCOMM INC,US7475251036,Valuta Debitering,,EUR,"-120,74",EUR,"1380,31",b0544352-0101-4cc6-b22a-250bab40428f
16-06-2022,15:30,16-06-2022,QUALCOMM INC,US7475251036,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1501,05",b0544352-0101-4cc6-b22a-250bab40428f
16-06-2022,15:30,16-06-2022,QUALCOMM INC,US7475251036,Koop 1 @ 126 USD,,USD,"-126,00",USD,"-126,00",b0544352-0101-4cc6-b22a-250bab40428f
16-06-2022,15:30,16-06-2022,STARBUCKS CORP,US8552441094,Valuta Creditering,"1,0436",USD,"144,86",USD,"0,00",5bbea475-524b-4a10-bff6-2df00eb05966
16-06-2022,15:30,16-06-2022,STARBUCKS CORP,US8552441094,Valuta Debitering,,EUR,"-138,81",EUR,"1501,55",5bbea475-524b-4a10-bff6-2df00eb05966
16-06-2022,15:30,16-06-2022,STARBUCKS CORP,US8552441094,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"1640,36",5bbea475-524b-4a10-bff6-2df00eb05966
16-06-2022,15:30,16-06-2022,APPLE INC,US0378331005,Valuta Creditering,"1,0436",USD,"528,00",USD,"-144,86",0afe32c2-57d0-4cf0-a110-8920bca469c1
16-06-2022,15:30,16-06-2022,APPLE INC,US0378331005,Valuta Debitering,,EUR,"-505,95",EUR,"1640,86",0afe32c2-57d0-4cf0-a110-8920bca469c1
16-06-2022,15:30,16-06-2022,APPLE INC,US0378331005,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-0,50",EUR,"2146,81",0afe32c2-57d0-4cf0-a110-8920bca469c1
16-06-2022,15:30,16-06-2022,STARBUCKS CORP,US8552441094,"Koop 2 @ 72,43 USD",,USD,"-144,86",USD,"-672,86",5bbea475-524b-4a10-bff6-2df00eb05966
16-06-2022,15:30,16-06-2022,APPLE INC,US0378331005,Koop 4 @ 132 USD,,USD,"-528,00",USD,"-528,00",0afe32c2-57d0-4cf0-a110-8920bca469c1
16-06-2022,15:11,16-06-2022,,,Reservation iDEAL,,EUR,"2000,00",EUR,"2147,31",
02-06-2022,10:17,01-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 2,5 EUR",,,,EUR,"147,31",
02-06-2022,10:17,01-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"2,50",EUR,"149,81",
01-06-2022,19:55,31-05-2022,,,DEGIRO Aansluitingskosten 2022 (Nasdaq - NDQ),,EUR,"-2,50",EUR,"147,31",
30-05-2022,17:47,30-05-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 867,3 EUR",,,,EUR,"149,81",
30-05-2022,17:47,30-05-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"867,30",EUR,"1017,11",
30-05-2022,13:15,30-05-2022,ASML HOLDING NV,NL0010273215,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,50",EUR,"149,81",6ada39d7-1e3e-432b-a7da-27e50b0cad1e
30-05-2022,13:15,30-05-2022,ASML HOLDING NV,NL0010273215,"Koop 1 @ 561,4 EUR",,EUR,"-561,40",EUR,"152,31",6ada39d7-1e3e-432b-a7da-27e50b0cad1e
30-05-2022,13:15,30-05-2022,ASM INTERNATIONAL NV,NL0000334118,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,50",EUR,"713,71",0e6ae2c9-2be3-436c-ad06-aea89a2567e9
30-05-2022,13:15,30-05-2022,ASM INTERNATIONAL NV,NL0000334118,"Koop 1 @ 300,9 EUR",,EUR,"-300,90",EUR,"716,21",0e6ae2c9-2be3-436c-ad06-aea89a2567e9
30-05-2022,10:41,27-05-2022,,,iDEAL Deposit,,EUR,"1000,00",EUR,"1017,11",
30-05-2022,10:41,27-05-2022,,,Reservation iDEAL,,EUR,"-1000,00",EUR,"17,11",
27-05-2022,08:10,27-05-2022,,,Reservation iDEAL,,EUR,"1000,00",EUR,"1017,11",
26-05-2022,17:17,26-05-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 182,89 EUR",,,,EUR,"17,11",
26-05-2022,17:17,26-05-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"182,89",EUR,"200,00",
26-05-2022,10:17,25-05-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 60,17 EUR",,,,EUR,"17,11",
26-05-2022,10:17,25-05-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"60,17",EUR,"77,28",
